AAAAA,BBBBB,CCCCC,DDDDD,EEEEE
8632,493826,320167,266182,521976
7318,490679,919863,596994,555998
5056,54924,621272,478487,345407
2733,608152,773917,167505,966060
3736,432998,988861,596158,103781
8742,926892,79253,917070,287095
1884,105968,434555,638874,702096
6711,589738,456283,843439,262951
4579,786834,917188,805670,198669
8801,299834,444133,229734,823610
1621,777036,717894,438386,707
8088,52412,521791,689029,44973
2764,403005,696064,976340,894308
1914,974293,600161,433986,363977
2270,486482,636069,251912,42328
6939,483757,619279,439772,356842
4396,242286,392324,179351,561644
8030,799475,933793,757492,57160
4804,452231,236353,882515,410539
5480,596167,704927,721790,568560
5213,302949,514416,407568,218960
7771,143225,214393,682929,189115
6772,901451,219390,888937,501336
3721,964761,171777,670830,896131
5598,338006,728065,176424,952224
382,741241,234559,121032,314971
100,778107,930832,540084,576341
9349,881775,425823,572637,357196
7034,457570,821243,557663,471648
8603,631237,590530,928434,164216
1828,544835,97191,623792,521828
3759,763806,15849,159276,867802
3031,700405,847517,364117,800602
8141,18144,194744,316268,750815
6861,995394,223271,600796,114569
8512,796378,957047,81611,50215
3421,314256,714672,575344,285140
2847,326392,565763,310439,226165
5747,709717,195483,276052,403423
7807,102231,530914,724419,154167
6000,448814,600342,565093,700811
5639,927296,278953,155359,226875
9246,294675,745074,128613,464432
1968,163237,369344,890007,319051
7520,681013,435135,601481,956808
9350,692106,137645,35269,937484
9471,511748,403336,220274,864276
5611,483920,17667,870263,923765
2916,294217,976021,980776,143024
655,986129,462625,634832,96472
5250,79701,16696,319870,31842
4382,615901,695899,997668,255047
3741,290425,39150,48059,860144
5328,270763,62015,659074,247406
4683,602205,313692,752679,942034
5395,805764,476290,815482,279826
4575,425920,751512,70869,431362
4849,448937,82713,320053,376549
4199,457608,83123,62132,235303
7723,23133,34388,138004,603568
3185,860975,679048,247581,850350
9862,33106,79528,248524,153435
6329,427578,885356,121527,123119
3613,797618,523454,826594,162629
7388,500425,351983,352466,186332
8144,929860,209376,457043,528242
9607,186252,179898,741370,876616
2365,613482,64625,760170,393573
3420,83236,633098,326528,979270
7604,996941,23779,142194,146791
5389,831022,286334,505169,767718
4692,650395,977745,856009,853886
6930,97538,182234,157566,976256
6370,698702,755017,7763,279511
8530,865560,299769,583906,164871
198,372509,548078,819635,33515
8018,133195,285655,175761,163455
4151,985576,157617,776640,933342
1606,531411,471662,610526,68817
8702,981966,979556,376405,910224
7366,417262,599621,367246,952850
8214,699454,171303,267881,932462
7136,796425,812756,449145,379277
7326,756264,796446,906098,758251
4869,725357,14022,570120,490223
3047,797039,819103,692457,27306
4374,524417,65525,887550,656611
7905,951405,819630,375199,17673
3195,226278,87183,873322,290277
5494,440961,35541,319323,664048
171,102461,905991,295264,447693
9885,683462,442326,405793,809480
9241,322473,4659,48079,820479
6900,319429,538929,398601,846171
9204,988626,780210,468829,977122
6460,679907,684800,212548,165146
7743,784253,427381,19681,696896
7104,842589,28958,701733,36728
8245,124985,742497,985811,1570
434,300363,311969,297011,425911
3985,840093,381218,800880,561776
588,409901,63496,197888,480483
8275,870332,98507,786543,738104
5283,350935,702115,488374,96534
114,399576,492268,479956,785300
9099,43340,98572,30861,483166
4531,930738,128947,279077,543546
51,223990,633043,274359,332619
2185,592131,807317,813935,608086
9019,604196,453435,408025,789363
278,398510,706480,417521,145910
8395,527262,140035,401128,909404
6960,632332,752982,281767,130542
7932,439653,174199,112187,352318
5932,70229,689568,830785,801397
9114,875946,805918,32050,301217
1072,555202,78827,204159,828078
2272,276405,221804,511043,419862
7914,530526,811451,671219,16705
5736,983354,476649,777541,169206
7180,169818,446139,658479,67197
1698,448599,71275,137091,285671
9882,71443,458794,370792,339294
7833,450485,227635,699031,675941
7203,134065,617183,249939,636735
5611,232646,152876,574586,739752
692,958708,482983,15440,133926
2960,776790,220643,434716,534079
3089,451921,897008,414725,266915
7812,600073,55095,305633,767368
4383,717114,559858,611633,570001
4159,984727,997013,613257,674391
8597,407853,17514,782028,327443
6560,639514,133254,579920,109812
6813,146597,775813,852595,835450
5925,882288,731795,518925,648550
1963,329466,537834,157174,537942
9255,387627,604250,350342,665787
4149,919834,148685,912272,917115
7025,732322,373729,152159,936273
6864,229809,527860,647885,276503
6060,235427,985725,157916,239146
6668,976688,393350,71018,746141
9569,758097,135142,181441,771924
8270,411860,450745,140207,690647
8311,329770,162916,170039,174988
7286,834188,693901,675385,975555
5264,666744,253934,216881,287343
2907,109641,8313,599582,43630
5787,580936,581762,159750,115625
2653,817563,906047,192741,110275
6628,826115,11708,147531,123504
4542,207457,821573,923112,83398
6031,526104,114323,794794,109071
2581,279648,546953,484720,602914
3634,411135,410045,242758,769921
1608,105116,365217,804809,919993
6091,454194,735720,176548,344929
5943,831025,659801,281025,663962
9034,989366,255201,150349,341857
4127,859099,141305,757837,39073
9810,156516,575280,161418,724447
9579,794622,449674,788455,568118
2362,112215,70851,287135,861186
2392,740103,140686,475593,171468
2315,267316,95573,278205,576193
4569,305453,104901,935289,242015
7853,424408,547592,38712,56240
9969,716755,459681,653564,214818
3220,498215,881643,245850,479208
7760,735405,181712,661430,441211
4661,390892,765266,639298,102755
2678,555429,847802,940237,704332
7520,774439,358418,483696,17355
2381,530162,840615,865387,254911
9167,170492,751920,277370,843167
1778,88909,645326,150488,649507
5753,583456,478497,228381,855531
2495,794256,922424,223525,382287
9789,131923,628403,363059,202846
1807,194842,215727,198170,202210
6076,66312,165197,892912,457405
832,21687,279470,679759,383038
2758,323698,364385,661489,253652
1363,520578,468781,731395,41142
9739,354715,526373,241954,427041
2908,233448,200122,14475,757598
6734,208639,768717,260484,773875
7748,819800,167381,800656,514835
9792,300782,733813,926097,929848
7300,366964,188833,585560,762687
5062,815150,840193,852831,851690
5764,876152,366379,705550,648823
2391,953152,967827,945439,25239
8475,777123,214217,913156,710806
3043,628016,991285,472667,86368
5667,807576,830358,392028,437323
3257,517374,428432,467205,587786
1408,880874,159618,733285,678801
7694,773678,21681,896703,183550
6934,578661,85273,954587,180459
4533,714611,678482,976661,523259
8570,911645,473301,223423,40511
8850,286593,767861,323788,350643
4857,683352,835907,946236,122145
3472,516239,564511,754220,493916
4914,977618,877241,838392,450506
3787,604887,873773,45907,737063
7634,867928,219276,686000,881830
6512,596723,425359,442720,449319
6386,580104,462157,72872,354353
5375,430449,10492,178137,264153
2993,737160,498212,769880,274018
7255,691996,60163,157703,856839
4128,565416,929301,941425,104737
3647,625250,461452,518509,284109
7333,704590,851594,231560,71098
5148,482962,529076,338054,460428
9615,329955,607477,46923,297175
4246,887797,115557,405498,284956
172,10602,279540,367191,651735
8511,817535,287861,517955,250415
439,545176,239767,670821,686878
6864,205299,964236,723105,601792
6611,457753,75115,772488,311444
6648,309638,948218,803000,400960
2238,983097,792415,73037,949828
5626,361629,655691,979988,892974
7497,987657,41852,255427,612809
8316,7599,427286,358411,619020
7120,756264,86898,862927,339340
474,595132,552005,399572,208600
5796,997595,669585,133026,896227
8448,257944,828552,292839,360904
3666,881047,208107,188567,534220
1996,169733,762064,575556,290312
2943,339908,657385,872218,373750
846,299388,674495,704004,314055
809,961882,242847,397698,488910
1936,523767,265390,25546,735029
9585,274164,234469,905519,510502
4628,650235,218702,258530,525572
5926,352976,431294,194226,302966
1144,93322,177218,804498,334269
892,787105,625089,62396,68323
419,330729,744573,485513,639932
6119,800240,364822,945967,243319
4996,879226,403510,909457,283412
8629,623543,421875,281294,917323
6998,819286,54397,273955,47668
5348,474756,882983,324675,540280
4201,628561,294369,567711,225058
8577,58156,464897,357185,884595
6708,682036,550707,648703,670696
8923,730516,545217,6676,728309
3549,966506,327642,471191,157627
8464,611058,513531,420965,863441
8658,218767,769098,96589,775118
2576,403909,775989,329909,599284
3373,784696,388509,510773,460237
4160,160767,68509,476058,474590
9440,978418,477492,681904,891663
5258,78145,654488,331245,883431
4518,281343,512069,567118,396068
202,785932,779227,952238,696121
8833,982665,747601,981982,316356
2200,975287,453626,489596,482655
2021,961524,844476,637229,941251
8992,843109,758633,220075,739307
7464,475308,754169,278445,265965
7925,305866,267349,304931,328593
8621,733879,570692,560617,835445
1259,139161,868440,673743,140339
4712,519501,849898,582801,693239
1969,450829,224100,136470,56259
8037,675479,903504,399599,320047
1937,471900,599087,28100,29085
1019,347341,264718,114383,316118
6089,661582,197715,975656,129068
6612,318050,491388,901226,87437
8116,764856,433932,559180,619689
2879,158780,285693,858961,622473
2578,930845,883623,255114,273576
9039,431050,34475,609203,367647
3467,748551,985504,789360,341246
6987,266819,555833,755457,663534
2181,201098,845462,830018,439304
4806,77766,840909,866914,165316
8122,930979,842068,340039,119913
5029,68992,106843,805316,640835
8359,201361,71988,650601,960455
3042,353850,493791,26022,530967
2779,158046,739099,17310,277113
966,672718,376810,263150,76973
9433,117145,198435,168765,486647
7774,709174,458245,770836,781445
6476,595668,176243,590057,582064
74,328733,633135,288040,711934
4863,572762,972955,351789,562273
885,79373,872008,463917,430157
9899,249926,854021,423146,978713
8002,968674,540854,195581,152450
7180,663843,373003,942206,341039
899,28341,145377,671397,914256
7202,738607,148906,949258,439714
8476,783226,70330,605761,452142
424,533858,488824,480808,837388
1697,506609,179079,62678,193862
4279,592656,84466,279354,827844
3179,139465,920135,877600,642772
6711,540560,981870,347536,970428
6230,755645,814492,277445,586426
372,115457,388385,284325,684823
732,477887,799278,743751,515676
4149,542216,52675,587551,954898
6211,379599,22298,87257,953904
5464,721596,175705,450614,977943
2923,431301,694490,16630,449887
2604,880026,426199,741082,376152
9441,302028,689250,525717,619101
1282,455003,347153,547188,775962
6386,742560,799488,33212,242468
425,981184,910401,299237,514906
8552,439329,23591,302249,236656
7786,308952,361167,120370,871265
3451,96557,501902,494252,620025
7960,863028,7126,803146,639914
7063,135104,880426,709642,75989
3120,482222,949497,994354,647259
5822,906527,347593,17057,807664
4181,966667,659030,412785,824247
1645,609765,404130,670733,43325
7142,122978,599457,88338,890476
6607,865010,445810,4289,719187
4605,164960,99460,827585,1914
5433,845452,299663,906054,269449
4966,24721,73727,145436,453429
8949,336815,120255,890005,469843
5330,530903,601139,235768,528838
8663,217301,865619,474056,262951
733,341577,695801,148024,797881
7835,219924,741453,62754,107195
1223,530548,607622,409652,504349
6739,89668,523253,176002,744031
1746,777370,838682,625095,128578
8201,712460,682570,341570,729884
7900,692547,162564,787435,5357
7054,948060,538848,819659,660028
3235,351904,859906,649933,947213
7918,218080,427326,156807,896914
8180,314157,392197,87603,412548
9740,987772,643894,949465,718444
8714,250038,140006,923880,37819
8327,585089,294996,427870,802146
5359,392760,588303,778176,372488
1788,806187,742815,295173,634205
453,942116,868012,563429,669835
3741,131625,602219,599393,825533
8707,493858,58860,864250,141862
5377,356046,175840,228564,616438
2096,478428,741654,549128,876879
8382,952345,479232,666439,82464
685,886439,235889,125133,585660
6238,422021,676582,428604,925406
155,652497,750908,909011,21550
1574,119383,754914,961767,678189
5953,600042,424835,361166,911604
1315,28820,402860,360191,306062
3126,566842,786814,692879,788525
9758,838185,305560,178296,168121
9433,974416,482346,833364,868711
9805,615971,541050,798077,981837
5406,759010,227152,741248,948236
3418,717749,361190,350004,313830
195,501354,320592,616086,423450
3973,965725,504717,313859,932459
2833,213435,167451,162207,828737
3671,856496,56800,613042,338335
3560,846092,665335,649405,112540
6419,669073,839198,406792,416690
5423,518075,513419,28762,693784
810,552049,706013,986021,553048
2050,923324,524402,389207,983952
5872,236124,454367,120914,182927
9591,391385,739798,726023,437281
3708,311798,848129,315947,557389
9591,785121,157672,721305,930197
9531,533067,849487,693759,128939
988,526026,800601,639048,877656
3879,137413,926553,253900,138982
832,896257,17152,879362,513845
850,127701,930769,916045,854010
6960,628987,431507,450094,351955
8385,230277,29851,753458,694137
9204,924661,937496,187240,826661
2015,961483,793138,932008,965141
7554,926691,6836,950340,92204
4172,410457,630384,174550,235954
2496,505383,481594,329350,235946
843,415541,517259,654144,989056
5640,611451,110937,597251,657677
1014,68059,720299,102924,58225
219,692076,763975,123066,866151
2174,124751,271323,649014,210052
3518,372125,486453,258341,517342
3065,131642,214347,925249,162001
3633,413921,937965,700165,243962
3608,360719,498679,261201,61947
